ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1712386920.7528,ClqZwT3zt2N4oQy3I7,10.30.222.137,57842,104.26.12.102,8880,tcp,http,194.22768,776,761,SF,T,F,0,ShADadtFf,7,1160,5,1029,-,6
1712386920.75279,CPBmSC1zqDepTfmlb2,10.30.222.137,57840,104.26.12.102,8880,tcp,http,194.229124,805,891,SF,T,F,0,ShADadFf,7,1177,5,1159,-,6
1712387195.73271,CUDmDa1XE9kT88Yit2,10.30.222.137,54306,47.251.5.25,8742,tcp,http,0.765075,208,363,SF,T,F,0,ShADdfF,9,684,4,579,-,6
1712387195.6328,CzyMFt4m8r6bbV7cAh,10.30.222.137,54304,47.251.5.25,8742,tcp,http,4.656261,493,281,SF,T,F,0,ShADadfF,6,813,6,601,-,6
1712387236.88412,Cscl5JTtv9egEtun3,10.30.227.123,51437,192.229.221.95,80,tcp,http,2.792406,240,737,SF,T,F,0,ShADadfF,8,584,6,989,-,6
1712386873.77681,CcUbnqStrNl0Byfqk,10.30.222.137,54134,47.251.5.25,8742,tcp,http,72.280259,208,363,SF,T,F,0,ShADafdtF,12,948,4,579,-,6
1712387281.07486,C1xa8631kz8TzrwJ4b,10.30.227.123,51495,192.229.221.95,80,tcp,http,1.964665,236,579,SF,T,F,0,ShADTadfF,8,1040,5,791,-,6
1712387291.64425,CWc5eNJAd2e3aL3m4,10.30.227.123,51496,192.229.221.95,80,tcp,http,3.295596,240,737,SF,T,F,0,ShADTadfF,6,732,5,949,-,6
1712387168.38514,CUhSULpqFhaGn7nQ1,10.30.222.137,58956,104.26.6.35,2082,tcp,http,242.649662,2286,1681,SF,T,F,0,ShADadFf,9,2762,7,2053,-,6
1712387388.08492,C3s9334RhFXAQ1kIUa,10.30.222.137,37318,119.147.179.152,80,tcp,http,45.535097,1205,291,SF,T,F,0,ShADadfF,14,1957,5,559,-,6
1712387140.29506,CcUJq1TaAW8FJGKSg,10.30.222.137,33300,104.26.12.102,2082,tcp,http,0.833583,915,747,S1,T,F,0,ShADad,5,1183,4,963,-,6
1712387139.55375,C7rIGAVZVHbsljsj5,10.30.222.137,60274,172.67.74.89,2086,tcp,http,306.678111,1653,104777,SF,T,F,0,ShADadFf,79,5769,85,109205,-,6
1712387157.04609,C8RIHr2LCsnkARjF6,10.30.222.137,58944,104.26.6.35,2082,tcp,http,11.440238,3063,3449,SF,T,F,0,ShADadFfR,12,3719,10,2529,-,6
1712387262.87592,C0i1xF2rmLyhBRd4yg,10.30.222.137,37886,172.67.72.231,8880,tcp,http,1.696148,776,757,S1,T,F,0,ShADadt,5,1056,4,973,-,6
1712387267.82965,C4lxmm2QFUkpxB4Omk,10.30.222.137,37892,172.67.72.231,8880,tcp,http,0.532454,805,899,S1,T,F,0,ShADad,5,1073,4,1115,-,6
1712387262.99268,CjldrY3GmTDIQSzCc4,10.30.222.137,55800,3.13.35.235,9711,tcp,http,300.638671,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712387195.76355,CdQT1z2owanYyEsZQk,10.30.222.137,54308,47.251.5.25,8742,tcp,http,74.20298,210,318,SF,T,F,0,ShADadftF,8,694,5,586,-,6
1712387560.49372,Ci8sxY10TCw19WhKd6,10.30.227.123,51610,46.17.234.75,80,tcp,http,13.691669,498,7636,RSTR,T,F,0,ShADTadr,15,1905,14,8244,-,6
1712387642.24165,CMtLlu4YyMJt6uoCce,10.30.227.123,51638,152.199.19.161,80,tcp,http,5.505537,778,3031,SF,T,F,0,ShADadfF,10,1214,8,3363,-,6
1712387679.53835,C4mtSP1i98F6vE4zW,10.30.227.123,51657,2.20.13.201,80,tcp,http,4.529892,249,7636,SF,T,F,0,ShADadfF,9,645,10,8048,-,6
1712387575.53067,CT23wgY9qIa1KqBsl,10.30.222.137,41870,23.237.60.122,80,tcp,http,115.112694,673,9823,SF,T,F,0,ShADTadfF,19,3015,11,10403,-,6
1712387536.38984,C2dw103fe8yI54mzPb,10.30.222.137,58388,103.82.219.45,80,tcp,http,154.25353,690,454,SF,T,F,0,ShADadfF,12,1322,5,722,-,6
1712387691.09881,C9mGr1472FSTRyMYYd,10.30.227.123,51658,2.20.13.201,80,tcp,http,2.153067,249,7650,SF,T,F,0,ShADadfF,7,541,10,8062,-,6
1712387428.0375,Cf81qG2Nx66IVWEwk,10.30.222.137,59132,104.26.6.35,2082,tcp,http,269.165815,3063,3443,SF,T,F,0,ShADadFf,13,3747,11,4023,-,6
1712387409.09955,C1W8gY2rmxvALSy0zg,10.30.222.137,40220,156.236.118.52,12371,tcp,http,288.203851,174,178,SF,T,F,0,ShADadFf,24,1430,22,1330,-,6
1712387728.63954,CESKH14HT0ByewIFg4,10.30.222.137,54586,47.251.5.25,8742,tcp,http,2.357308,493,174,SF,T,F,0,ShADFaTdft,5,1254,8,958,-,6
1712387840.64134,CdjHbbDrJ1mCbVZV6,10.30.222.137,54662,47.251.5.25,8742,tcp,http,1.698916,493,174,SF,T,F,0,ShADadfF,6,813,6,494,-,6
1712387840.72174,CJxGLF3chyfHpJboB5,10.30.222.137,54664,47.251.5.25,8742,tcp,http,1.928838,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712387840.75291,Cms6VQ2q3o9nEauBZ2,10.30.222.137,54666,47.251.5.25,8742,tcp,http,3.213276,210,318,SF,T,F,0,ShADTadfF,7,792,6,650,-,6
1712387888.91347,CrRMaP3kDVi2NNiNFf,10.30.222.137,54795,34.111.192.2,80,tcp,http,0.782532,240,47550,SF,T,F,0,ShADadFf,40,2328,38,49534,-,6
1712387950.60531,CQO60Z1DOSlgRlSNfg,10.30.222.137,42024,23.237.60.122,80,tcp,http,59.864963,679,9830,SF,T,F,0,ShADadfF,19,1683,11,10410,-,6
1712387921.48156,CJoMVC3H8e6S7qbqu4,10.30.222.137,36948,23.237.196.50,80,tcp,http,88.988968,613,520,SF,T,F,0,ShADadfF,12,1245,5,788,-,6
1712387816.32915,CeOpBE22UvabAfwemh,10.30.222.137,59298,104.26.6.35,2082,tcp,http,201.172783,3063,3466,SF,T,F,0,ShADadtFf,13,3759,11,4046,-,6
1712387836.26891,C5fbtD23YEWWXdfBxb,10.30.222.137,40836,3.20.53.173,9711,tcp,http,182.174616,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712387836.19518,Clsao52kOSdBZj3K0i,10.30.222.137,38184,172.67.72.231,8880,tcp,http,182.416714,776,767,SF,T,F,0,ShADadFf,7,1148,5,1035,-,6
1712387841.14837,CWzKBO2NYlUoGRD0Gc,10.30.222.137,38196,172.67.72.231,8880,tcp,http,177.464991,805,897,SF,T,F,0,ShADadFf,7,1177,5,1165,-,6
1712387726.00523,CiNuoRuyWRhJFg8w8,10.30.222.137,34776,172.67.72.231,2082,tcp,http,292.609731,911,739,SF,T,F,0,ShADadFf,7,1283,5,1007,-,6
1712387725.53998,ClOOsa2sxPq6vXJL2f,10.30.222.137,37498,104.26.7.73,2086,tcp,http,293.079149,1653,104715,SF,T,F,0,ShADadttFf,83,7833,82,108987,-,6
1712388022.917,CK9Cbv1emVL9IHk989,10.30.222.137,54736,47.251.5.25,8742,tcp,http,1.160471,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712388022.84435,CifNkx3SgX0sscZRih,10.30.222.137,54734,47.251.5.25,8742,tcp,http,4.411328,493,174,SF,T,F,0,ShADafF,4,709,4,390,-,6
1712388050.26066,CCw134Wg0ILD4oldh,10.30.222.137,37032,180.188.25.45,80,tcp,http,9.826565,340,730,SF,T,F,0,ShADTadfF,10,1564,5,998,-,6
1712388129.44909,Cgj6O04H2jdhJZ5F36,10.30.222.137,54798,47.251.5.25,8742,tcp,http,1.129199,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712388129.4921,CkTCz03pYvjiOtYLFa,10.30.222.137,54800,47.251.5.25,8742,tcp,http,2.333916,210,318,SF,T,F,0,ShADadfF,9,686,5,586,-,6
1712388131.89025,CmstCX1tgi8RQoMK6l,10.30.222.137,54804,47.251.5.25,8742,tcp,http,0.820567,376,174,SF,T,F,0,ShADadfF,6,696,6,494,-,6
1712387843.99991,C0JTbM3lpxESa6PL74,10.30.222.137,54672,47.251.5.25,8742,tcp,http,12.233745,376,279,SF,T,F,0,ShADTafFdtR,7,1136,5,547,-,6
1712388104.82997,CJV9ZX1nF2MKvrLeKl,10.30.222.137,59440,104.26.6.35,2082,tcp,http,129.050957,3063,3441,SF,T,F,0,ShADadFf,13,3747,11,4021,-,6
1712388260.87817,CnhJ2X1vtNRnug6JN1,10.30.222.137,59570,104.26.6.35,2082,tcp,http,78.779596,3063,3460,SF,T,F,0,ShADadFf,13,3747,12,4092,-,6
1712388167.2261,CdMGit4nQnypOOoWta,10.30.222.137,56274,3.13.35.235,9711,tcp,http,173.404644,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712388051.93393,CpIiR92qjGX2004yT8,10.30.222.137,33794,104.26.12.102,2082,tcp,http,288.863951,913,745,SF,T,F,0,ShADadFf,7,1285,5,1013,-,6
1712388046.14327,Cs32vU3nNvswV73Pr8,10.30.222.137,35510,104.26.6.73,2086,tcp,http,294.655333,1653,104762,SF,T,F,0,ShADadFf,76,5613,86,109242,-,6
1712388162.36217,CZjpJG2ioqrOOGOlO6,10.30.222.137,38354,172.67.72.231,8880,tcp,http,178.438593,776,755,SF,T,F,0,ShADadFf,8,1208,5,1023,-,6
1712388167.14375,CoZ6HX1B6dyqKm9N59,10.30.222.137,38360,172.67.72.231,8880,tcp,http,173.665592,805,898,SF,T,F,0,ShADadFf,7,1177,5,1166,-,6
1712388047.30074,C5seut4f7Bzc6ukUn2,10.30.222.137,53035,159.138.123.56,80,tcp,http,5.096321,20059,299,S3,T,F,0,ShADadf,20,21107,19,1295,-,6
1712388360.11722,C7qkTn32k9wCMbyZCf,10.30.222.137,54962,47.251.5.25,8742,tcp,http,1.111638,493,174,SF,T,F,0,ShADadfFr,8,917,6,482,-,6
1712388368.19826,CEXeRV2SOyqVDApwM7,10.30.222.137,54968,47.251.5.25,8742,tcp,http,3.605122,493,281,SF,T,F,0,ShADaFdft,4,709,7,934,-,6
1712388368.61944,CjnRNLEa98Dxntwf3,10.30.222.137,54972,47.251.5.25,8742,tcp,http,5.197418,210,318,SF,T,F,0,ShADFaft,4,426,5,586,-,6
1712388465.1046,CeyhJr4NGaJo7IKbG2,10.30.222.137,55048,47.251.5.25,8742,tcp,http,1.373693,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712388465.10475,CWbIQM1mDCxduduSyc,10.30.222.137,55050,47.251.5.25,8742,tcp,http,3.077129,210,318,SF,T,F,0,ShADadfF,6,530,6,638,-,6
1712388464.89338,CE6qSi4Qdp5YQBZav9,10.30.222.137,55046,47.251.5.25,8742,tcp,http,4.455072,493,281,SF,T,F,0,ShADadfF,6,813,6,601,-,6
1712388468.24379,Cfo1Do4TAjACAtAgw9,10.30.222.137,55056,47.251.5.25,8742,tcp,http,1.279695,376,174,SF,T,F,0,ShADadfF,6,696,6,494,-,6
1712388129.3731,CpSmkp4NFW30XvcWV3,10.30.222.137,54796,47.251.5.25,8742,tcp,http,72.915138,493,174,SF,T,F,0,ShADafdtF,7,913,5,616,-,6
1712388507.36976,CbXPQN3D0ZOrhA4cK5,10.30.227.123,52069,41.175.223.8,80,tcp,http,6.853102,111,168,SF,T,F,0,ShADTadfF,9,630,6,432,-,6
1712388511.35058,CyRwvQ27UKDany26Z8,10.30.227.123,52093,192.229.221.95,80,tcp,http,3.311596,240,757,SF,T,F,0,ShADadfF,7,544,6,1009,-,6
1712388517.48644,CFu9784Ek9asNN7K0e,10.30.227.123,52142,93.184.221.240,80,tcp,http,6.725351,245,5120,SF,T,F,0,ShADadfF,11,721,9,5492,-,6
1712388523.16857,CPu2g22PvWkAQCwbs2,10.30.227.123,52125,93.184.221.240,80,tcp,http,5.661326,245,5120,SF,T,F,0,ShADTadfF,9,874,10,5544,-,6
1712388553.56793,Ct05o61f1d4UVV6tA3,10.30.227.123,52234,192.229.221.95,80,tcp,http,7.673663,142,1240,SF,T,F,0,ShADTadfF,12,954,7,1544,-,6
1712388588.17049,CzjTKT291u3xiYNuAc,10.30.222.137,58950,103.82.219.45,80,tcp,http,76.083079,702,454,SF,T,F,0,ShADadfF,12,1334,5,722,-,6
1712388510.35637,CLLipE1P5uCeOgqDq1,10.30.222.137,45436,103.82.219.81,80,tcp,http,153.897277,611,296,SF,T,F,0,ShADadfF,11,1191,4,512,-,6
1712388429.85618,CITpQ51sJaWdIejP2a,10.30.222.137,59674,104.26.6.35,2082,tcp,http,240.725379,3063,3453,SF,T,F,0,ShADadFf,12,3695,11,4033,-,6
1712388490.3215,CaUfFn3bg42g614L54,10.30.222.137,41254,3.20.53.173,9711,tcp,http,182.009519,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712388388.97679,CvKgwz406QDfTmkZLa,10.30.222.137,35170,172.67.72.231,2082,tcp,http,283.521966,913,751,SF,T,F,0,ShADadFf,8,1337,6,1071,-,6
1712388490.29041,ClqZX71DeZhVroQDn,10.30.222.137,40720,104.26.13.102,8880,tcp,http,182.209723,776,759,SF,T,F,0,ShADadFf,7,1148,5,1027,-,6
1712388386.877,CsKQAe49bs82VN0dTd,10.30.222.137,35740,104.26.6.73,2086,tcp,http,285.623342,1653,104738,SF,T,F,0,ShADadFf,76,5613,82,109010,-,6
1712388495.23528,C5Rknd18s3k1Gccu05,10.30.222.137,40724,104.26.13.102,8880,tcp,http,177.269501,805,903,SF,T,F,0,ShADadFf,7,1177,5,1171,-,6
1712388704.28768,CK6qyGMKLrRj3fzjb,10.30.222.137,55146,47.251.5.25,8742,tcp,http,1.841391,208,363,SF,T,F,0,ShADadfF,7,588,6,683,-,6
1712388755.57092,CRkdlK7xyQa2N9FXd,10.30.227.123,52339,192.229.221.95,80,tcp,http,5.986106,470,1730,SF,T,F,0,ShADadfF,8,814,8,2062,-,6
1712388916.26267,Cg3TE33BazJhsfRJm4,10.30.222.137,45612,103.82.219.81,80,tcp,http,65.127709,611,296,SF,T,F,0,ShADadfF,11,1191,4,512,-,6
1712388729.66992,CfXWM11qwJ8POWcHK7,10.30.222.137,59830,104.26.6.35,2082,tcp,http,252.144798,3063,3449,SF,T,F,0,ShADadFf,13,3747,12,4081,-,6
1712388981.14768,CT7EYygxhwtuRbPuc,10.30.222.137,39630,14.22.7.140,80,tcp,http,7.420732,1135,291,SF,T,F,0,ShADadfF,8,1567,6,611,-,6
1712388800.18092,Cb5qa74q76jPgXu5ge,10.30.222.137,56656,3.13.35.235,9711,tcp,http,190.42093,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712388805.09221,CVNjN52G4rygxMOVEd,10.30.222.137,38750,172.67.72.231,8880,tcp,http,185.678812,805,916,SF,T,F,0,ShADadFf,7,1177,5,1184,-,6
1712388692.87706,Clqo1A11RzI9gnAJBd,10.30.222.137,35332,172.67.72.231,2082,tcp,http,297.894751,917,739,SF,T,F,0,ShADadFf,7,1289,5,1007,-,6
1712388693.98656,CIYeuP3O1dsG5LH4L4,10.30.222.137,35906,104.26.6.73,2086,tcp,http,296.785386,1653,104775,SF,T,F,0,ShADadFf,78,5717,83,109099,-,6
1712388800.13424,ClTVSv1x3zJMpP7Of5,10.30.222.137,38742,172.67.72.231,8880,tcp,http,191.03327,776,761,SF,T,F,0,ShADadFf,7,1148,5,1029,-,6
1712389023.30621,CbJ0d22Yw09JtjHB8h,10.30.222.137,55314,47.251.5.25,8742,tcp,http,1.124496,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712389023.20631,C9mna9AMvQ42NsAk9,10.30.222.137,55312,47.251.5.25,8742,tcp,http,1.660084,493,174,SF,T,F,0,ShADafdtFr,6,825,5,430,-,6
1712389023.35121,C0dU9IZqTaVYHTro8,10.30.222.137,55316,47.251.5.25,8742,tcp,http,4.227461,210,318,SF,T,F,0,ShADafdtFr,7,602,5,574,-,6
1712389027.62831,C8DZez1ISGi7O6lYb5,10.30.222.137,55318,47.251.5.25,8742,tcp,http,6.722098,376,279,SF,T,F,0,ShADadfF,6,696,6,599,-,6
1712389044.59086,CAIXia2uQg5wjh19p9,10.30.222.137,42638,23.237.60.122,80,tcp,http,3.539684,684,9842,SF,T,F,0,ShADadfF,13,1368,12,10474,-,6
1712389184.10911,CiLfdj2uyFrqbdEY05,10.30.222.137,37656,23.237.196.50,80,tcp,http,117.304143,613,520,SF,T,F,0,ShADTadfF,12,2471,4,736,-,6
1712389205.10322,Cve30P3i0iVL2IG2Ci,10.30.222.137,45760,103.82.219.81,80,tcp,http,96.310311,607,296,SF,T,F,0,ShADTadfF,14,1966,5,564,-,6
1712389038.74398,C5FYCM0Za5WwD7iRl,10.30.222.137,59992,104.26.6.35,2082,tcp,http,268.750003,3063,3445,SF,T,F,0,ShADadFf,13,3747,11,4025,-,6
1712389133.96761,Cp6Sxs4BqS8Y3trqtl,10.30.222.137,56822,3.13.35.235,9711,tcp,http,175.548139,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712389013.50795,Clnhag3JAEzkowoWEe,10.30.222.137,36072,104.26.6.73,2086,tcp,http,296.176353,1653,104723,SF,T,F,0,ShADadFf,83,5977,86,109203,-,6
1712389129.06678,CNUONn1w59fdJolLi2,10.30.222.137,59044,104.26.12.102,8880,tcp,http,180.617722,776,767,SF,T,F,0,ShADadFf,7,1148,5,1035,-,6
1712389012.5589,CnlFzTlxU5k1B2O2l,10.30.222.137,34352,104.26.12.102,2082,tcp,http,297.128791,921,740,SF,T,F,0,ShADadFf,8,1345,6,1060,-,6
1712389133.89644,CBYHe71Cod7dyADWZh,10.30.222.137,59048,104.26.12.102,8880,tcp,http,175.792609,805,896,SF,T,F,0,ShADadFf,7,1177,5,1164,-,6
1712389334.65481,CesFhC122dO2KQhQbl,10.30.222.137,33234,172.67.74.89,2086,tcp,http,1.710713,611,1520,SF,T,F,0,ShADadFf,8,1035,6,1840,-,6
1712389331.20623,CSFqCS1DE26wQW2RY5,10.30.222.137,35634,172.67.72.231,2082,tcp,http,5.160681,919,745,SF,T,F,0,ShADadFf,6,1239,7,1117,-,6
1712389396.02296,CzTFtiZ9NkYzkkUrc,10.30.227.123,52633,87.248.204.0,80,tcp,http,3.712746,196,8125,SF,T,F,0,ShADadfF,9,568,11,8577,-,6
1712389400.571,CM59Qz1IUouqE7yyc,10.30.222.137,55470,47.251.5.25,8742,tcp,http,0.67303,493,174,SF,T,F,0,ShADadfF,6,813,6,494,-,6
1712389400.65792,CAN22c2zcat5jmKDWd,10.30.222.137,55472,47.251.5.25,8742,tcp,http,3.146964,208,363,SF,T,F,0,ShADadftFr,8,652,6,671,-,6
1712389415.22667,CECxR94B3GIlMq4Xma,10.30.227.123,52639,2.20.13.196,80,tcp,http,4.135113,196,8125,SF,T,F,0,ShADadfF,9,580,11,8577,-,6
1712389440.22518,C3KrRX1qjk77t075g9,10.30.227.123,52645,2.20.13.207,80,tcp,http,7.453047,769,922,RSTR,T,F,0,ShADTadr,9,1536,6,1186,-,6
1712389468.79073,CgJRUy4Y28U2Qkdr5b,10.30.227.123,52656,2.20.13.196,80,tcp,http,4.850027,410,2796,SF,T,F,0,ShADTadfF,10,2052,7,3088,-,6
1712389506.96364,CGyldD4VuxVTgOYH88,10.30.227.123,52695,2.20.13.207,80,tcp,http,3.111993,351,577,SF,T,F,0,ShADTadFf,7,1345,4,749,-,6
1712389525.10411,CsHCqW3tCrPfYanIVb,10.30.227.123,52714,2.20.13.196,80,tcp,http,2.470091,402,9129,SF,T,F,0,ShADadfF,9,774,12,9621,-,6
1712389347.26814,CWrVJu3vQ7Fp052xC7,10.30.222.137,33238,172.67.74.89,2086,tcp,http,2.006659,1653,104927,S1,T,F,0,ShADadt,80,6541,85,109355,-,6
1712389353.10253,CqdlUW1ntAe8w9Grd1,10.30.222.137,35642,172.67.72.231,2082,tcp,http,300.896858,913,741,SF,T,F,0,ShADadFf,7,1285,5,1009,-,6
1712389376.28947,CQywwk2wbBOyOJpOD7,10.30.222.137,60136,104.26.6.35,2082,tcp,http,1.442919,3063,3450,S1,T,F,0,ShADad,10,3591,10,3978,-,6
1712389463.25717,CUUTGb39cusEqYAhHl,10.30.222.137,56940,3.13.35.235,9711,tcp,http,251.679017,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712389463.16908,CQ6Umt1qfOXzxin7Kg,10.30.222.137,39026,172.67.72.231,8880,tcp,http,251.941363,776,757,SF,T,F,0,ShADadFf,7,1148,5,1025,-,6
1712389468.03557,CLxziO4a49iifDD22,10.30.222.137,39036,172.67.72.231,8880,tcp,http,247.074968,805,899,SF,T,F,0,ShADadtFf,7,1189,5,1167,-,6
1712389400.69554,CVlYKz1Cc6JfF3oVyi,10.30.222.137,55474,47.251.5.25,8742,tcp,http,74.878388,210,318,SF,T,F,0,ShADafdtF,7,630,5,904,-,6
1712389770.6851,CUjjcx3KXzG3uGl2pe,10.30.222.137,55610,47.251.5.25,8742,tcp,http,2.658173,210,318,SF,T,F,0,ShADadfF,6,530,6,638,-,6
1712389773.38191,CNGLIr2Ys6AbbcPmR3,10.30.222.137,55612,47.251.5.25,8742,tcp,http,2.825798,376,174,SF,T,F,0,ShADafdtF,9,876,6,668,-,6
1712389770.53981,CjgkIr2URVUTl17rZh,10.30.222.137,55606,47.251.5.25,8742,tcp,http,6.22888,493,174,SF,T,F,0,ShADafF,5,769,4,390,-,6
1712389891.21989,CMoy0z4nK9lwPN3VL3,10.30.222.137,55344,8.219.89.234,80,tcp,http,5.120624,532,267,SF,T,F,0,ShADadfF,8,964,6,587,-,6
1712389913.94536,CkgCx41IYdcD5UFflf,10.30.222.137,41520,156.236.118.52,12371,tcp,http,4.204576,174,178,SF,T,F,0,ShADadFf,6,494,4,394,-,6
1712389924.49823,C5G9qh4cuUVVe6V2b5,10.30.222.137,55758,47.251.5.25,8742,tcp,http,0.72318,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712389924.41436,CGTxx02iV58FdJqDA5,10.30.222.137,55756,47.251.5.25,8742,tcp,http,1.638444,493,174,SF,T,F,0,ShADadfF,8,925,6,494,-,6
1712389629.79056,Cq1LLSiGIjMdWfj0c,10.30.222.137,54691,52.209.193.172,80,tcp,http,2.113429,348,821,S3,T,F,0,ShADadf,5,616,4,1037,-,6
1712389872.68275,C5dZx1E4K0dE7D11k,10.30.222.137,60356,104.26.6.35,2082,tcp,http,183.739256,3063,3452,SF,T,F,0,ShADadFf,13,3747,10,3980,-,6
1712389887.41362,Cy6Ljf3uM3JRapLWY8,10.30.222.137,57130,3.13.35.235,9711,tcp,http,172.6511,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712389779.34713,ClVwYb4LCuhHG35wJ9,10.30.222.137,33462,104.26.13.102,2082,tcp,http,280.886643,921,741,SF,T,F,0,ShADadFf,6,1241,7,1113,-,6
1712389892.26004,CUruXB4yubRD3qV1y9,10.30.222.137,59368,104.26.12.102,8880,tcp,http,167.973798,805,891,SF,T,F,0,ShADadFf,6,1125,7,1263,-,6
1712389776.09453,CeTv7D2QmsIdR0PR1,10.30.222.137,33406,172.67.74.89,2086,tcp,http,284.145714,1653,104944,SF,T,F,0,ShADadtFf,82,5961,82,109216,-,6
1712389887.32841,CK50Ct1XXXDQAgruKb,10.30.222.137,59356,104.26.12.102,8880,tcp,http,172.93839,776,757,SF,T,F,0,ShADadFf,6,1096,7,1129,-,6
1712390122.02947,CvQGLG3U0C493Etsh2,10.30.222.137,55844,47.251.5.25,8742,tcp,http,0.793709,493,174,SF,T,F,0,ShADadfF,6,813,6,494,-,6
1712390122.22123,C8MqwOuZPijOE841e,10.30.222.137,55848,47.251.5.25,8742,tcp,http,6.275669,210,318,SF,T,F,0,ShADafF,4,426,4,534,-,6
1712390128.51517,CELGAelr3bWK32u41,10.30.222.137,55850,47.251.5.25,8742,tcp,http,2.393535,376,174,SF,T,F,0,ShADafF,5,644,4,390,-,6
1712390129.58041,CveEy61ZJcHKqbeZq5,10.30.227.123,52864,192.229.221.95,80,tcp,http,3.409575,142,1110,SF,T,F,0,ShADadfF,8,486,6,1362,-,6
1712389770.61458,CPkSMJ2oDmi8FNFRY5,10.30.222.137,55608,47.251.5.25,8742,tcp,http,76.163787,208,363,SF,T,F,0,ShADafdtF,7,628,5,994,-,6
1712390214.95754,CHeSaB2ap9MBCSwVfc,10.30.227.123,52973,2.20.13.201,80,tcp,http,7.558596,1494,38411,SF,T,F,0,ShADTadfFrr,28,3895,44,40207,-,6
1712390216.14828,CQriZ94ZmXOyEND4Zf,10.30.222.137,55570,8.219.89.234,80,tcp,http,20.324193,537,290,SF,T,F,0,ShADadfF,12,1169,5,558,-,6
1712390232.47597,CTz0jz17tnJYeN7X9g,10.30.222.137,41714,156.236.118.52,12371,tcp,http,6.960635,174,178,SF,T,F,0,ShADadFf,5,442,7,550,-,6
1712390195.75928,C4I6ph16R2P608JHL2,10.30.222.137,60570,104.26.6.35,2082,tcp,http,51.803791,3063,3447,SF,T,F,0,ShADadtFf,13,3771,11,4027,-,6
1712390285.73193,Cpna8e15kvSn1hL3K6,10.30.227.123,53007,2.20.13.196,80,tcp,http,4.707161,249,7653,SF,T,F,0,ShADadfF,8,593,9,8025,-,6
1712389924.55814,CPO05z4PUqfB1jWEi1,10.30.222.137,55760,47.251.5.25,8742,tcp,http,83.090052,210,318,SF,T,F,0,ShADafdtF,7,630,4,534,-,6
1712390318.88465,CAEhmT2xn7kzcWto4i,10.30.222.137,56048,47.251.5.25,8742,tcp,http,0.681899,493,174,SF,T,F,0,ShADadfF,6,813,6,494,-,6
1712390318.99902,C3lH4LjcjXbFwwtM4,10.30.222.137,56050,47.251.5.25,8742,tcp,http,0.709758,208,363,SF,T,F,0,ShADadfF,6,528,6,683,-,6
1712390319.01619,CWN84n23SPyiL19VSg,10.30.222.137,56052,47.251.5.25,8742,tcp,http,2.508634,210,318,SF,T,F,0,ShADafF,4,426,4,534,-,6
1712390321.57977,CjprJN3ybLo5Gn1v6i,10.30.222.137,56056,47.251.5.25,8742,tcp,http,0.637437,376,174,SF,T,F,0,ShADadfF,6,696,6,494,-,6
1712390346.4882,C7xfz52KhTSUvnaFn8,10.30.222.137,49184,208.95.112.1,80,tcp,http,16.046228,216,542,SF,T,F,0,ShADTadfF,15,1444,5,810,-,6
1712390255.05971,C12woN10I1qPL4e5Aa,10.30.222.137,60670,104.26.6.35,2082,tcp,http,113.396341,3063,3457,SF,T,F,0,ShADadFf,13,3747,11,4037,-,6
1712390188.35679,CehFmE1zvI9LwzROt5,10.30.222.137,42070,3.20.53.173,9711,tcp,http,182.211268,955,407,SF,T,F,0,ShADadfF,10,1483,5,675,-,6
1712390078.3264,CJ0pg04l0vzyvz7tBe,10.30.222.137,33682,104.26.13.102,2082,tcp,http,292.408957,915,741,SF,T,F,0,ShADadFf,7,1287,5,1009,-,6
1712390188.17928,Cjjltn5VyLCH4FLJk,10.30.222.137,59558,104.26.12.102,8880,tcp,http,182.557384,776,769,SF,T,F,0,ShADadFf,7,1148,5,1037,-,6
1712390078.78357,CHMxaW1SOBmElpU3l1,10.30.222.137,36606,104.26.6.73,2086,tcp,http,291.95337,1653,104988,SF,T,F,0,ShADadttFf,83,7613,82,109260,-,6
1712390188.15707,CRuqtX235sw7mCFXs,10.30.222.137,59556,104.26.12.102,8880,tcp,http,182.583542,805,897,SF,T,F,0,ShADadFf,7,1177,6,1217,-,6
